15.85,2,0.121531501,11,59.222,1,3,3,1,599.22
18.25,1,0,5,164.7526,3,2,2,1,4604.6728
7.855,1,0.011324862,6,189.6188,4,2,2,1,2285.0256
7.825,1,0.186357148,7,254.3698,2,2,1,1,5580.7356
8.39,2,0.024205661,2,114.0176,2,1,1,1,2290.352
12.85,1,0.033230816,8,172.3422,2,2,1,1,1207.0954
12.6,1,0.113720344,11,89.9804,1,1,1,4,643.1628
19,1,0.112556507,2,104.9622,4,2,2,1,1587.933
5.905,1,0,6,222.5456,3,2,2,1,5305.0944
7.76,1,0.059352241,8,101.87,2,1,1,1,1697.79
11.8,2,0.014087057,2,180.3344,2,1,1,1,1427.4752
16.75,1,0.045230944,8,187.9556,4,2,3,2,4693.89
12.6,1,0.293417759,7,194.6136,1,1,1,4,583.2408
12.6,2,0.031382044,11,171.3764,1,2,3,3,3091.9752
15.5,2,0.12639886,15,177.0028,4,2,2,1,2479.4392
6.055,1,0.025403898,15,160.992,3,1,2,1,2716.464
12.6,2,0.039057677,14,155.963,1,2,3,3,3285.723
6.305,2,0.123115764,8,95.6436,2,1,1,1,661.8052
20.85,1,0.039624006,4,117.2808,2,2,1,1,1523.3504
20.75,1,0.040421193,15,122.173,2,2,3,4,369.519
8.895,1,0.105274111,10,39.9138,2,2,1,1,690.4346
19.6,1,0.033970195,12,55.1614,3,2,2,1,1381.535
19.7,1,0.053212652,15,57.893,3,1,2,1,622.523
9.8,1,0.024378706,3,114.5492,3,1,2,1,1274.3412
12.6,1,0.009714595,2,120.0414,1,1,1,4,487.3656
12.15,1,0.131383762,2,246.046,2,2,1,1,1231.73
8.75,2,0.07461309,15,187.4556,3,1,2,1,3755.112
12.6,1,0.028459761,7,149.9708,1,2,3,3,4363.6532
8.75,2,0.074627201,15,187.8556,2,1,1,1,1314.2892
13.3,1,0.063695084,2,151.0708,3,2,2,1,1805.6496
12.6,2,0.045797829,8,178.5344,1,2,3,3,2854.9504
8.31,2,0.115857223,8,179.1028,2,2,1,1,3896.2616
16.75,2,0.024832806,12,38.7822,1,3,3,1,667.7974
19.75,1,0.034027909,8,212.0902,4,2,3,2,3185.853
17.1,2,0.0467696,6,141.1838,1,3,3,1,2247.7408
10.5,2,0.116576702,11,163.121,1,3,3,1,1794.331
6.635,2,0,11,121.3098,3,2,2,1,2530.7058
12.6,1,0.278974075,12,225.372,1,1,1,4,679.116
14.15,1,0.035913805,12,41.4138,1,3,3,1,812.276
13.3,1,0.079806266,10,232.53,2,1,1,1,699.09
8.89,1,0.005505481,2,102.4016,4,2,2,1,2732.4432
12.6,2,0.064625342,4,176.937,1,1,1,4,176.437
12.6,1,0.071636937,8,121.7098,1,2,3,3,4097.3332
9.1,2,0,13,173.2054,3,2,2,1,3151.8972
7.5,1,0.032677678,2,239.0906,2,2,1,1,5942.265
16.85,2,0.160760054,2,192.4478,4,2,2,1,4843.695
7.485,1,0.06911065,8,109.0228,3,1,2,1,2542.0244
11.6,1,0.041177505,12,140.3154,4,2,2,1,2552.6772
11.65,1,0.040081193,8,227.0694,4,2,3,2,1141.847
13,1,0.035307322,7,47.5034,4,2,2,1,680.4476
12.65,1,0.063017847,12,159.0578,3,2,2,1,2085.9514
20.25,2,0.171938781,6,92.512,2,2,3,4,186.424
8.6,2,0.040197932,6,190.153,3,1,2,1,3036.048
12.6,1,0.049058014,13,62.7194,4,2,2,1,866.8716
17.7,1,0.01161096,2,95.041,3,1,2,1,868.869
14.15,1,0.183507295,12,82.4276,2,1,1,1,1137.1864
19.25,1,0.102349519,10,52.7956,4,2,2,1,928.1252
8.88,1,0.086708987,9,151.7682,1,3,3,1,762.341
20.5,1,0.032835147,7,40.2822,3,2,2,1,707.0796
12.6,1,0.033809913,6,180.5976,1,2,3,3,7968.2944
13.5,1,0.07266912,7,160.292,2,1,1,1,1438.128
12.6,1,0.144338493,3,224.4404,1,2,3,3,6976.2524
8.89,1,0.009163216,2,101.7016,2,2,3,4,101.2016
7.855,1,0.011307038,6,188.5188,4,2,3,2,952.094
7.235,1,0.076855628,7,116.0492,2,1,1,1,1969.4364
12.6,1,0.059956876,5,165.4526,1,2,3,3,5262.4832
6.92,1,0.038532062,10,60.5852,3,2,2,1,1314.2892
9.3,1,0.043209581,15,90.8172,4,2,2,1,535.3032
18.5,1,0.056816465,16,132.1284,2,2,3,4,263.6568
8.02,1,0.019866705,7,154.5972,3,1,2,1,1402.1748
9.195,1,0.048331717,7,105.1622,4,2,2,1,1693.7952
12.8,1,0.091221855,16,105.5938,3,2,2,1,2143.876
16.6,1,0.027622076,7,177.6344,2,2,1,1,2676.516
14,2,0,2,53.064,3,1,2,1,905.488
18.6,1,0.039355947,2,246.3802,2,2,1,1,7370.406
16,1,0.060836524,5,226.8404,3,1,2,1,6301.1312
17.6,1,0.082316506,3,160.692,3,1,2,1,1597.92
21.25,1,0.155350299,8,178.237,3,1,2,1,529.311
7.235,1,0.076841095,7,117.5492,3,1,2,1,1969.4364
14.6,1,0.151419185,12,50.3692,4,2,2,1,1034.6532
13.85,2,0.026001976,2,161.521,4,2,3,2,1794.331
13.65,2,0.073209447,2,197.6426,4,2,3,2,2768.3964
12.6,1,0.041683481,12,31.29,1,2,3,3,898.83
7.365,1,0.042560252,15,226.172,2,1,1,1,3169.208
18.35,1,0.014081156,7,223.5746,4,2,3,2,3589.9936
5.465,2,0,11,132.5626,4,2,3,2,262.3252
18.6,1,0.152918384,14,99.8358,4,2,2,1,1910.1802
13.85,1,0.030969274,12,140.9154,4,2,2,1,1701.7848
14,2,0.060376776,2,154.5656,1,3,3,1,2471.4496
14,2,0.04192285,8,54.764,1,3,3,1,1331.6
12.6,1,0.077367431,15,97.0094,1,2,3,3,1808.9786
5.905,1,0.045838211,6,222.5456,4,2,3,2,3315.684
7.27,1,0.071077939,12,114.2518,2,1,1,1,2618.5914
6.155,2,0.094659871,4,214.556,2,1,1,1,2769.728
19.5,2,0.077608838,12,233.4958,4,2,2,1,5375.0034
15.2,1,0.021327477,6,216.8824,4,2,2,1,2838.9712
12.15,2,0.042485444,6,125.0046,4,2,3,2,1743.0644
12.6,1,0.025578526,7,198.8084,1,2,3,3,5555.4352
12.6,1,0.0489808,13,61.9194,4,2,3,2,619.194
14.5,1,0.019471688,16,164.821,3,1,2,1,2120.573
16.6,1,0.122918852,15,173.0738,4,2,2,1,3823.0236
11.8,2,0.057373797,4,151.4366,1,3,3,1,1360.2294
13.1,2,0.044155597,15,178.8318,1,3,3,1,3969.4996
17.7,1,0.291865402,15,115.1834,2,2,3,4,345.5502
17.85,1,0,13,196.5794,2,2,3,4,585.2382
12.3,2,0.064750025,5,92.6804,3,2,2,1,1010.6844
11.8,1,0.098312421,3,81.4618,2,2,3,4,161.1236
12.6,2,0.191013663,12,42.1112,1,1,1,4,42.6112
11.1,1,0.176573035,11,157.4604,3,2,2,1,3010.7476
12.6,2,0.060134441,2,153.0656,1,2,3,3,6024.1584
11.3,1,0.007294652,4,198.1426,3,2,2,1,988.713
12.6,1,0.128478462,3,117.944,1,1,1,4,239.688
5.75,2,0.075107656,10,112.8176,1,3,3,1,1374.2112
12.6,2,0.049381406,11,226.8062,1,2,3,3,4739.8302
11.35,2,0.045165796,8,100.0016,4,2,3,2,1012.016
12.6,2,0.09415375,15,165.7526,1,1,1,4,657.8104
14,1,0.028907832,3,130.431,2,2,1,1,778.986
19.75,2,0.018059621,2,179.766,3,2,2,1,2336.958
6.525,1,0.090436094,7,85.0882,2,2,1,1,2233.0932
10.3,1,0.146399712,4,103.9648,2,2,1,1,1661.8368
5.78,2,0.074264356,8,264.7568,2,2,1,1,4745.8224
11.85,2,0.050186726,15,164.1526,3,2,2,1,3124.5994
16.35,1,0.020631654,15,50.1324,4,2,3,2,467.3916
12.6,1,0.01561108,7,182.5976,1,2,3,3,5070.7328
10.5,1,0.041395445,15,37.6164,2,1,1,1,540.6296
19,2,0.097313129,2,48.0718,2,1,1,1,992.7078
14.6,1,0.059582996,16,238.8538,2,2,1,1,6008.845
12.6,2,0.098663652,10,62.9194,1,2,3,3,2105.2596
12.6,2,0.101338651,6,232.63,1,2,3,3,5359.69
18.75,1,0.052146456,3,104.628,3,2,2,1,745.696
5.26,2,0.041764487,11,161.8868,3,1,2,1,3275.736
18.25,1,0.054344186,8,140.2154,3,2,2,1,1701.7848
12.6,1,0.078362484,11,177.937,1,2,3,3,6704.606
15.1,1,0.052339069,4,242.7512,2,1,1,1,4119.9704
15.5,2,0.042464962,11,81.5934,2,2,3,4,327.5736
13.65,1,0.065732883,2,45.7402,2,2,1,1,780.9834
16.1,1,0.023625114,12,189.3846,3,2,2,1,3630.6074
12.6,2,0.051643608,8,107.3622,1,1,1,4,317.5866
12.85,1,0.165694219,2,39.7164,2,2,3,4,231.6984
9.5,1,0.041878397,12,32.99,3,1,2,1,133.16
13.8,1,0.058091482,10,245.1802,3,1,2,1,5650.6446
5.78,2,0,8,263.7568,4,2,2,1,2636.568
19.7,1,0.026903714,7,96.0726,3,2,2,1,1272.3438
14.65,1,0,7,161.5552,2,2,3,4,324.9104
6.67,2,0.150554711,8,130.0626,2,2,3,4,131.1626
6.11,2,0,15,131.2968,2,2,3,4,260.9936
13.65,2,0.134975628,2,260.0936,2,2,3,4,260.9936
17.2,1,0.15616879,4,160.6578,1,3,3,1,3690.5294
6.32,1,0,4,40.2822,3,1,2,1,1139.1838
4.88,2,0.133700752,11,52.9298,2,2,1,1,1995.4026
5.425,2,0.115119905,11,88.3514,4,2,2,1,1416.8224
15.85,2,0.110030997,2,37.2506,2,1,1,1,265.6542
7.5,1,0.051038045,6,121.7072,4,2,2,1,3552.7088
12.65,1,0.062837968,12,161.5578,1,3,3,1,2406.867
12.6,1,0.017116983,16,211.956,1,1,1,4,213.056
20.75,1,0.024129332,15,124.173,1,3,3,1,2956.152
12.6,1,0.049754975,10,152.134,1,1,1,4,153.134
9,1,0,6,79.7644,3,1,2,1,1649.8524
12.6,1,0.101561568,6,181.9292,1,2,3,3,3101.2964
12.6,1,0.005949644,7,165.6526,1,2,3,3,4769.1254
12.6,2,0.13956116,1,170.4764,1,2,3,3,3435.528
14.1,1,0.126035694,15,86.4198,3,2,2,1,1133.8574
7.55,1,0.027164679,6,152.334,3,1,2,1,2603.278
13,1,0.099325278,7,45.406,2,1,1,1,605.878
12.6,1,0.04357366,9,192.8846,1,2,3,3,2293.0152
12.6,2,0.082741482,8,118.7782,1,1,1,4,119.1782
12.3,2,0.064565202,5,92.9804,1,3,3,1,1929.4884
12.6,1,0.084554569,8,109.8912,1,2,3,3,2074.6328
12.6,1,0.058451805,3,79.9618,1,2,3,3,241.6854
17.25,1,0.113748685,7,251.3724,3,2,2,1,6795.1548
15.85,1,0.020603511,7,42.7112,4,2,2,1,639.168
18.85,1,0.052044976,3,192.1846,3,1,2,1,3248.4382
16.35,2,0.062764429,15,227.6062,4,2,2,1,7222.5984
14.1,1,0.087977262,10,229.0668,3,1,2,1,3225.1352
7.905,1,0.010010425,8,249.0408,3,1,2,1,3755.112
12,1,0.033946163,6,179.3976,1,3,3,1,3440.8544
12.15,2,0.058414678,15,163.4552,3,1,2,1,974.7312
10.1,1,0.027106459,4,75.367,2,2,1,1,535.969
17.5,1,0.027022883,2,262.491,4,2,2,1,5259.82
12.6,1,0.058153409,10,152.034,1,1,1,4,306.268
17.1,1,0.128937661,15,112.3886,4,2,3,2,1779.0176
7.785,1,0.088846306,15,61.451,2,2,1,1,759.012
11.8,2,0.09357779,8,125.9704,1,3,3,1,1877.556
13.15,2,0.165694678,15,171.8764,3,2,2,1,3779.0808
12.6,1,0.148392623,2,41.5796,1,1,1,4,41.2796
8.5,1,0.098438394,6,51.1324,4,2,2,1,259.662
8.645,1,0.143303291,3,96.341,1,3,3,1,193.082
17.6,2,0.076276208,4,110.9202,3,2,2,1,1687.803
9.1,1,0.175103435,11,127.5362,4,2,2,1,4655.9394
12.8,2,0.023511371,4,225.9404,1,3,3,1,4950.8888
7.63,1,0.06105276,12,95.4436,3,1,2,1,1418.154
9.285,2,0.049559042,2,246.4144,4,2,2,1,1225.072
13.6,2,0.119418124,10,231.03,3,2,2,1,5359.69
8.895,1,0.072545601,14,176.237,3,2,2,1,1764.37
16.35,1,0.090486828,7,195.211,1,3,3,1,2553.343
17.6,1,0.056245075,2,43.3454,1,3,3,1,1006.6896
7.975,1,0.014618973,11,85.225,1,3,3,1,1081.925
15.85,1,0.043479126,5,36.7164,4,2,2,1,308.9312
15.7,1,0.045166237,2,178.666,1,3,3,1,2516.724
8.985,2,0.057827101,2,128.831,2,1,1,1,1428.141
20.35,1,0.089394766,10,260.1594,1,3,3,1,2093.2752
6.59,1,0.10550944,15,85.6908,1,3,3,1,1929.4884
19.85,1,0.005234153,10,264.0884,3,1,2,1,5829.7448
16.85,1,0.036390174,8,91.4488,2,1,1,1,2082.6224
12.6,1,0.03292824,4,173.1738,1,2,3,3,7298.4996
16.75,1,0.081252534,15,256.4988,1,3,3,1,7452.9652
17.6,2,0.076552407,4,110.5202,4,2,2,1,450.0808
7.905,1,0.016758569,8,250.4408,2,2,3,4,500.6816
12.6,1,0.044248175,8,126.202,1,2,3,3,3668.558
7.785,2,0.038288087,15,103.1964,4,2,3,2,736.3748
7.825,1,0.186032678,7,253.0698,3,1,2,1,6088.0752
12.6,1,0.031867464,7,101.0016,1,2,3,3,2125.2336
20.75,1,0.021370201,12,153.0024,4,2,2,1,2277.036
12.6,1,0.193772568,15,190.3846,1,1,1,4,573.2538
6.26,2,0.009866049,4,151.1366,3,1,2,1,2267.049
18.2,1,0.082551042,15,147.3734,2,2,3,4,296.9468
13,1,0.099729888,7,46.306,4,2,3,2,559.272
20.25,2,0.018801549,15,222.1772,3,1,2,1,5559.43
8.695,1,0.119721451,7,95.5094,2,2,1,1,1237.7222
7.27,1,0.071222087,12,113.5518,3,2,2,1,569.259
12.6,2,0.060371962,14,174.0712,1,2,3,3,3866.9664
12.85,1,0.033287541,15,198.4768,3,2,2,1,1379.5376
7.075,1,0.05858462,10,142.7128,4,2,3,2,1869.5664
12.6,2,0.11679292,11,196.211,1,2,3,3,5499.508
8.195,1,0.031452265,11,94.3462,2,2,1,1,925.462
7.09,1,0.00721395,11,47.9034,3,1,2,1,583.2408
6.095,1,0.081196619,16,141.4154,2,1,1,1,1418.154
19.35,2,0.049916364,15,80.2644,4,2,2,1,942.7728
6.15,1,0.04627095,11,99.3384,2,1,1,1,2364.9216
12.6,2,0.02747716,6,87.9856,1,2,3,3,3251.7672
12.6,2,0.104704537,15,125.2678,1,1,1,4,254.3356
17.7,1,0.012540003,7,167.0474,3,1,2,1,5895.659
17.85,1,0.147023834,13,93.7436,4,2,3,2,1134.5232
9.395,1,0.159657596,12,224.972,3,2,2,1,7696.648
15.75,1,0.141398626,9,250.5382,4,2,2,1,2775.7202
7.475,1,0.148821808,15,241.2854,3,2,2,1,5317.0788
7.075,1,0,2,98.0068,4,2,3,2,874.8612
6.445,1,0.029691762,11,92.6436,2,1,1,1,1039.9796
19.1,1,0.096715523,15,235.0958,3,1,2,1,3038.0454
20.25,2,0.014790559,10,193.6162,3,1,2,1,3848.324
15,2,0.054378253,6,59.1904,2,1,1,1,527.3136
6.67,2,0.123428594,8,89.1514,2,1,1,1,2390.8878
12.6,2,0.029943463,6,60.222,1,2,3,3,1677.816
16.7,2,0.052368061,2,112.7176,1,3,3,1,801.6232
7.07,1,0.093861144,8,115.5834,3,2,2,1,1267.0174
6.48,1,0.033968647,8,148.0076,3,2,2,1,886.8456
19,2,0.173154079,15,228.272,2,2,3,4,452.744
13.35,1,0.139735226,2,147.5392,3,2,2,1,3877.6192
12.6,1,0.043351896,15,146.6418,1,2,3,3,4414.254
12.6,1,0.042086652,9,122.4388,1,2,3,3,5448.9072
9.695,2,0.12848269,11,223.9404,2,2,1,1,4950.8888
15,1,0.049357077,12,62.6168,4,2,2,1,958.752
11.15,2,0.008326735,10,149.9708,4,2,2,1,1956.1204
20.85,1,0.021362955,15,103.2306,2,2,1,1,2404.2038
9.8,1,0.151420934,16,194.3478,2,2,3,4,387.4956
16.35,1,0.032511818,4,165.0842,1,3,3,1,994.7052
9.6,2,0.022323658,13,101.299,3,2,2,1,1754.383
12.6,1,0.019292355,3,129.9994,1,2,3,3,3340.9844
13.35,1,0.048124443,13,216.7166,3,2,2,1,3918.8988
20.7,1,0.09261307,10,76.367,1,3,3,1,306.268
12.6,1,0.094697274,11,158.4604,1,2,3,3,4278.4308
16.2,1,0.035984104,15,260.6278,3,2,2,1,4425.5726
12.6,2,0.056596985,8,230.9984,1,2,3,3,9267.936
12.6,1,0.2047,2,76.867,1,1,1,4,229.701
12.6,2,0.020618324,14,129.3994,1,2,3,3,2055.9904
5.5,1,0.04709821,16,101.3016,2,1,1,1,3339.6528
15.1,2,0.087584126,15,221.7456,3,2,2,1,6410.3224
15.7,2,0.038078899,2,122.9046,4,2,2,1,1992.0736
7.895,2,0.095102092,14,104.4332,4,2,2,1,2870.9296
12.6,2,0.011953902,6,164.5184,1,2,3,3,2807.0128
17.35,2,0.062799379,11,88.183,1,3,3,1,539.298
7.285,1,0.031125709,7,174.3054,1,3,3,1,4377.635
20.25,1,0.026005891,7,180.9976,3,2,2,1,2716.464
12.6,1,0.09246392,8,190.9504,1,1,1,4,383.5008
15.85,1,0.107765165,12,59.5904,2,2,1,1,703.0848
6.17,1,0.010647477,4,66.3826,2,2,1,1,1937.478
19.5,1,0.015749341,7,182.2608,2,2,1,1,3307.6944
19.2,1,0.077628053,7,197.611,2,2,1,1,3142.576
16.7,1,0,6,181.2292,4,2,3,2,2554.0088
20.85,2,0.056695731,13,104.0648,4,2,3,2,1869.5664
14.5,2,0.063993068,13,260.4594,3,2,2,1,5494.8474
11.395,2,0.069529262,4,233.1616,1,3,3,1,6093.4016
7.97,1,0.034452949,12,174.0422,2,1,1,1,2586.633
7.71,2,0.06670068,8,55.2956,2,2,1,1,1255.6988
19.25,2,0.034699737,6,141.7496,2,1,1,1,4093.3384
7.075,1,0.058346939,10,142.2128,2,1,1,1,3163.8816
12.6,2,0.065203103,4,166.0816,1,2,3,3,5033.448
11.6,2,0.078929571,2,79.9276,2,1,1,1,1137.1864
12.6,1,0.182514881,15,98.77,1,2,3,3,2696.49
12.1,1,0.016895293,9,178.566,4,2,3,2,898.83
10,1,0.073379745,3,118.244,2,1,1,1,2756.412
14.35,1,0.08075758,11,81.896,3,2,2,1,878.856
10.395,1,0.112271498,8,58.222,2,2,1,1,659.142
12.6,1,0.153741385,10,182.6292,1,1,1,4,182.4292
8.1,1,0.127929521,15,211.4902,1,3,3,1,3610.6334
8.05,2,0.07838564,15,256.4646,3,1,2,1,5153.292
9.195,2,0.078502143,4,108.7596,4,2,2,1,2588.6304
20.7,2,0.047684831,10,212.5876,4,2,3,2,1286.3256
15.7,2,0.123159656,15,110.1544,4,2,2,1,1230.3984
12.6,2,0,15,60.2194,1,2,3,3,1733.7432
12.6,1,0.053392944,3,193.8162,1,1,1,4,384.8324
16.5,1,0.036715907,7,180.0318,3,2,2,1,3969.4996
9,1,0.065236932,8,176.437,3,1,2,1,7763.228
6.785,2,0.041947547,4,41.2112,1,3,3,1,809.6128
19.5,1,0.082888496,6,178.6002,4,2,3,2,1253.7014
7.575,1,0.055390121,10,195.2768,2,1,1,1,5715.2272
18.2,2,0.012194556,15,57.7904,1,3,3,1,1464.76
16.75,1,0.060495243,10,169.8106,1,3,3,1,3251.1014
7.47,2,0,2,214.3218,3,1,2,1,4274.436
12.6,2,0.014753811,15,231.7958,1,2,3,3,5375.0034
12.6,1,0.160707489,15,38.019,1,2,3,3,1318.284
13.85,2,0.085622362,4,119.4124,4,2,3,2,2251.7356
6.635,2,0.046350909,2,37.4506,4,2,2,1,1176.4686
6.11,2,0.102920886,15,130.4968,2,1,1,1,3523.4136
15.25,1,0.026604781,8,86.2198,3,1,2,1,610.5386
15.85,1,0,6,96.4094,3,1,2,1,1237.7222
15.2,1,0.031860325,8,235.1248,2,2,3,4,474.0496
12.6,2,0,8,52.6666,1,2,3,3,717.7324
20.75,1,0.021250002,12,150.5024,2,1,1,1,2580.6408
10.195,1,0.159936948,2,143.2154,2,1,1,1,2552.6772
7.605,1,0.129503146,15,164.021,3,2,2,1,3914.904
18,2,0.142688846,15,88.5514,2,1,1,1,796.9626
12.6,1,0.179484411,10,228.9352,1,1,1,4,916.1408
18.35,1,0.089163056,7,191.3504,3,2,2,1,3259.7568
6.59,1,0.105761491,15,84.8908,2,2,1,1,1677.816
13.8,2,0.056960814,8,230.0984,2,2,1,1,3707.1744
21.2,2,0.00704098,5,173.5738,2,1,1,1,2954.1546
10.5,2,0.011026594,8,166.4842,4,2,3,2,2652.5472
8.97,1,0.093203257,7,52.7956,3,2,2,1,1037.3164
12.6,1,0.026916794,16,50.9666,1,2,3,3,717.7324
10.6,1,0.035264298,3,86.1224,3,2,2,1,426.112
13.65,1,0.015908424,13,231.1668,3,1,2,1,6911.004
19,1,0.017719277,3,211.0244,2,1,1,1,3811.0392
12.6,2,0.035334201,8,115.3518,1,2,3,3,2277.036
12.6,1,0.065652494,11,48.9034,1,1,1,4,48.6034
6.865,1,0.056919038,8,212.8218,2,2,1,1,5770.4886
10.8,2,0.048143292,11,40.2138,2,1,1,1,690.4346
16.7,1,0.022047313,10,110.2886,1,3,3,1,1890.2062
12.6,1,0.090427268,9,126.2336,1,2,3,3,3195.84
15.15,1,0.027779254,11,150.1708,2,1,1,1,1504.708
10.5,1,0,7,238.3248,2,2,3,4,711.0744
17.6,1,0.008033611,10,174.2422,4,2,3,2,4311.055
19.35,1,0.033088472,4,175.4738,2,1,1,1,521.3214
15.7,1,0.160663021,7,59.4562,2,1,1,1,829.5868
18.1,1,0.178975721,10,155.5288,4,2,2,1,1571.288
10.195,2,0.017627888,5,239.6538,3,1,2,1,2403.538
12.6,1,0.0194158,13,41.6454,1,1,1,4,83.8908
6.655,1,0.016993225,15,211.0586,3,2,2,1,844.2344
19,1,0.027139013,7,127.3336,4,2,2,1,2940.1728
7.075,1,0.03777249,2,98.0068,2,2,3,4,291.6204
13.15,1,0.036746479,2,181.2976,3,2,2,1,3259.7568
20.1,2,0.022460102,15,226.8036,2,2,1,1,3415.554
20.35,2,0,10,256.7672,4,2,3,2,5624.6784
18.85,1,0.05213575,3,190.1846,2,2,1,1,6687.961
16.35,2,0.062508438,15,227.1062,2,2,1,1,5642.655
11.3,1,0.007309544,4,196.2426,4,2,3,2,4943.565
17.5,1,0.015623754,15,182.6266,4,2,3,2,3135.2522
18,2,0.142978223,15,87.4514,3,2,2,1,796.9626
7.935,1,0.017191055,10,51.535,3,2,2,1,848.895
12.6,1,0.143592939,11,37.3164,1,1,1,4,38.6164
20.25,2,0.011995271,6,184.5924,2,1,1,1,4997.4948
15.5,2,0.15717236,8,149.1418,2,2,1,1,588.5672
12.6,1,0.061393095,10,91.812,1,1,1,4,372.848
12.6,2,0.264124669,4,155.7314,1,1,1,4,155.1314
15.35,1,0.020310046,12,218.0508,1,3,3,1,3038.7112
10.1,1,0.054630834,3,200.2084,2,1,1,1,1587.2672
16.7,2,0.052517969,2,115.4176,3,2,2,1,687.1056
20.7,2,0.047565208,10,213.4876,2,2,1,1,1929.4884
16,1,0.060797393,5,223.8404,1,3,3,1,3600.6464
